Word,Length,SUBTLCD,Pron
seventeenth,11,0.2,"s%E.vn=.t""inT"
scholarly,9,0.2,"sk""A.l@`.li"
schoolchildren,14,0.2,"sk""ul.tS%Il.dr@n"
Scotsman,8,0.2,"sk""Ats.m@n"
searchlights,12,0.2,"s""3`tS.l%aIts"
seawater,8,0.2,"s""i.w%O.4@`"
secretions,10,0.2,"sI.kr""i.Sn=z"
salons,6,0.2,"sa.l""Anz"
sander,6,0.2,"s""an4.@`"
scaled,6,0.2,"sk""eld"
rogues,6,0.2,"r""ogz"
romancing,9,0.2,"ro.m""ans.IN"
rotunda,7,0.2,"ro.t""Vn.4@"
ruination,9,0.2,"ru@n.""e.Sn="
Rutherford,10,0.2,"r""V.D@`.f@`d"
saboteur,8,0.2,"s%a.b@.t""3`"
rife,4,0.2,"r""aIf"
ritzy,5,0.2,"r""Its.i"
repress,7,0.2,"rI.pr""Es"
resolutions,11,0.2,"r%E.z@.l""u.Sn=z"
resolving,9,0.2,"rI.z""Alv.IN"
resorting,9,0.2,"rI.z""Or4.IN"
registrar,9,0.2,"r""E.dZI.str%Ar"
relaying,8,0.2,"r""i.le.IN"
recited,7,0.2,"r@.s""aI4.@d"
recollections,13,0.2,"r%E.k@.l""Ek.Sn=z"
redecorated,11,0.2,"r%i.d""E.k@`.%e4.@d"
ramming,7,0.2,"r""am.IN"
reacquainted,12,0.2,"r%i@.kw""en4.@d"
pumpernickel,12,0.2,"p""Vm.p@`.n%I.k@l"
punctuation,11,0.2,"p%VNk.tSu.""e.Sn="
punishes,8,0.2,"p""V.nIS.@z"
purebred,8,0.2,"""pjUrbrEd"
purification,12,0.2,"pj%Ur.@.f@.k""e.Sn="
quacks,6,0.2,"kw""aks"
quandary,8,0.2,"kw""An.4@`.ri"
quell,5,0.2,"kw""El"
quieted,7,0.2,"kw""aI@4.@d"
quotation,9,0.2,"kwot.""e.Sn="
prospectus,10,0.2,"pr@.sp""Ek.t@s"
protruding,10,0.2,"pr@.tr""u4.IN"
procreation,11,0.2,"pr%o.kri.""e.Sn="
prodding,8,0.2,"pr""A4.IN"
portrayal,9,0.2,"pOr.tr""e@l"
pothole,7,0.2,"p""At.h%ol"
potpourri,9,0.2,"p%o.pU.r""i"
powders,7,0.2,"p""aU.4@`z"
platters,8,0.2,"pl""a.4@`z"
pocketful,9,0.2,"p""A.k@t.fUl"
pooling,7,0.2,"p""ul.IN"
piccolo,7,0.2,"p""I.k@.lo"
pigskin,7,0.2,"p""Ig.sk%In"
pilfering,9,0.2,"p""Il.f@`.IN"
pendulum,8,0.2,"p""En.dZu.l@m"
perpetuate,10,0.2,"p@`.p""E.tSu.et"
persevere,9,0.2,"p%3`.s@.v""Ir"
Persia,6,0.2,"p""3`.Z@"
pessimist,9,0.2,"p""E.s@.mIst"
parley,6,0.2,"p""Ar.li"
patronage,9,0.2,"p""a.tr@n.IdZ"
paving,6,0.2,"p""ev.IN"
peeper,6,0.2,"p""ip.@`"
pelt,4,0.2,"p""Elt"
paisley,7,0.2,"p""ez.li"
Pakistani,9,0.2,"p%a.kI.st""an.i"
pangs,5,0.2,"p""aNz"
paperweight,11,0.2,"p""e.p@`.w%et"
paramilitary,12,0.2,"p%a.r@.m""I.l@.t%E.ri"
outage,6,0.2,"""aU4.IdZ"
outlandish,10,0.2,"aUt.l""an.4IS"
outlying,8,0.2,"""aUt.l%aI.IN"
overheating,11,0.2,"%o.v@`.h""i4.IN"
ocular,6,0.2,"""A.kj@.l@`"
Odessa,6,0.2,"o.d""E.s@"
Oedipal,7,0.2,"""E.4@.pl="
oneness,7,0.2,"w""Vn.n@s"
onslaught,9,0.2,"""An.slOt"
organizational,14,0.2,"%Or.g@.n@z.""e.Sn=.@l"
normalcy,8,0.2,"n""Or.ml=.si"
novocaine,9,0.2,"""nov@%ken"
numbness,8,0.2,"n""Vm.n@s"
nunnery,7,0.2,"n""Vn.@`.ri"
oaths,5,0.2,"""oDz"
obliterate,10,0.2,"@.bl""I.4@`.ret"
newlywed,8,0.2,"n""u.li.w%Ed"
nineties,8,0.2,"n""aIn.4iz"
nips,4,0.2,"n""Ips"
mullet,6,0.2,"m""V.l@t"
multimillionaire,16,0.2,"m%Vl.ti.m%I.lj@n.""Er"
musically,9,0.2,"mj""u.zIk.li"
mustaches,9,0.2,"m""V.staS.@z"
mutter,6,0.2,"m""V.4@`"
molds,5,0.2,"m""oldz"
Mongolia,8,0.2,"mAN.g""o.li@"
monotony,8,0.2,"m@.n""A.tn=.i"
monumentally,12,0.2,"m%A.nj@.m""En4.l=.i"
moped,5,0.2,"m""o.pEd"
motorist,8,0.2,"m""o.4@`.Ist"
mourned,7,0.2,"m""Ornd"
misinterpret,12,0.2,"m%Is.In.t""3`.pr@t"
mobilization,12,0.2,"m%o.bl=.@z.""e.Sn="
meddlesome,10,0.2,"m""E.4l=.sm="
menthol,7,0.2,"m""En.TOl"
mergers,7,0.2,"m""3`dZ.@`z"
mightiest,9,0.2,"m""aI4.i.Ist"
migrated,8,0.2,"m""aI.gre4.@d"
mantis,6,0.2,"m""an.4Is"
masking,7,0.2,"m""ask.IN"
mated,5,0.2,"m""e4.@d"
meanie,6,0.2,"m""in.i"
lustful,7,0.2,"l""Vst.fl="
magnified,9,0.2,"m""ag.n@.faId"
loader,6,0.2,"l""o4.@`"
localized,9,0.2,"l""o.k@l.aIzd"
locust,6,0.2,"l""o.k@st"
lodges,6,0.2,"l""AdZ.@z"
lodgings,8,0.2,"l""AdZ.INz"
loveless,8,0.2,"l""Vv.l@s"
lifeguards,10,0.2,"l""aIf.g%Ardz"
lifer,5,0.2,"l""aIf.@`"
liniment,8,0.2,"l""I.n@.m@nt"
liqueur,7,0.2,"lI.k""3`"
literate,8,0.2,"l""I.4@`.r@t"
landfall,8,0.2,"l""and.f%Ol"
lanky,5,0.2,"l""aNk.i"
lapdog,6,0.2,"""lap%dOg"
leach,5,0.2,"l""itS"
Judaism,7,0.2,"dZ""u.de.%I.zm="
justly,6,0.2,"dZ""Vst.li"
kickbacks,9,0.2,"k""Ik.b%aks"
kiddy,5,0.2,"k""I4.i"
killjoy,7,0.2,"k""Il.dZ%OI"
labors,6,0.2,"l""e.b@`z"
Labrador,8,0.2,"l""a.br@.dOr"
irrevocably,11,0.2,"I.r""E.v@k.@.bli"
isotope,7,0.2,"""aI.s@.4op"
jogs,4,0.2,"dZ""Agz"
joiner,6,0.2,"dZ""OIn.@`"
intervening,11,0.2,"%In.4@`.v""in.IN"
invades,7,0.2,"In.v""edz"
ion,3,0.2,"""aI@n"
ironclad,8,0.2,"""aI@`n.kl%ad"
instructing,11,0.2,"In.str""Vkt.IN"
insulated,9,0.2,"""Ins.@.l%e4.@d"
insurrection,12,0.2,"%In.s@`.r""Ek.Sn="
interacting,11,0.2,"%In.4@`.""akt.IN"
interconnected,14,0.2,"%In.4@`.k@.n""Ekt.@d"
inedible,8,0.2,"In.""E.4@.bl="
inert,5,0.2,"I.n""3`t"
infancy,7,0.2,"""In.f@n.si"
humped,6,0.2,"h""Vmpt"
improvisation,13,0.2,"%Im.pr@.v@z.""e.Sn="
impurities,10,0.2,"Im.pj""Ur.@.4iz"
inaccessible,12,0.2,"%In.@k.s""Es.@.bl="
inadequacy,10,0.2,"In.""a.4@.kw@.si"
inaugural,9,0.2,"I.n""O.gj@.r@l"
incarnation,11,0.2,"%In.kAr.n""e.Sn="
inception,9,0.2,"In.s""Ep.Sn="
incinerate,10,0.2,"In.s""I.n@`.ret"
incontinent,11,0.2,"In.k""An.tn=.@nt"
hypochondriac,13,0.2,"h%aI.p@.k""An.dri.ak"
idolized,8,0.2,"""aI.4l=.aIzd"
ignoramus,9,0.2,"%Ig.n@`.r""e.m@s"
illustrates,11,0.2,"""I.l@.strets"
herewith,8,0.2,"h%Ir.w""IT"
hiatus,6,0.2,"haI.""e.4@s"
hikes,5,0.2,"h""aIks"
Hindus,6,0.2,"h""In.duz"
harbored,8,0.2,"h""Ar.b@`d"
grooves,7,0.2,"gr""uvz"
gruel,5,0.2,"gr""u@l"
guardhouse,10,0.2,"g""Ard.h%aUs"
gulch,5,0.2,"g""VltS"
gunners,7,0.2,"g""Vn.@`z"
gusher,6,0.2,"g""VS.@`"
hairpin,7,0.2,"h""Er.p%In"
halibut,7,0.2,"h""a.l@.b@t"
goings,6,0.2,"g""o.INz"
golfers,7,0.2,"g""Alf.@`z"
graphite,8,0.2,"gr""a.faIt"
Grimm,5,0.2,"gr""Im"
gentleness,10,0.2,"dZ""En.4l=.n@s"
geologists,10,0.2,"dZi.""A.l@.dZIsts"
glimpses,8,0.2,"gl""Imps.@z"
glisten,7,0.2,"gl""I.sn="
frowns,6,0.2,"fr""aUnz"
fuhrer,6,0.2,"""fjUr@`"
futuristic,10,0.2,"fj%u.tS@`.""Ist.Ik"
galleys,7,0.2,"g""a.liz"
gargantuan,10,0.2,"gAr.g""an.tSu@n"
geared,6,0.2,"g""Ird"
forts,5,0.2,"f""Orts"
fostered,8,0.2,"f""A.st@`d"
fraudulent,10,0.2,"fr""O.dZu.l@nt"
flotation,9,0.2,"flot.""e.Sn="
flourishing,11,0.2,"fl""3`.rIS.IN"
flowered,8,0.2,"fl""aUrd"
flue,4,0.2,"fl""u"
focuses,7,0.2,"f""o.k@s.@z"
fogged,6,0.2,"f""Agd"
forbidding,10,0.2,"f@`.b""I4.IN"
forgeries,9,0.2,"f""OrdZ.@`.riz"
forgetfulness,13,0.2,"f@`.g""Et.fl=.n@s"
figurines,9,0.2,"f%I.gj@`.""inz"
filtration,10,0.2,"fIl.tr""e.Sn="
finalist,8,0.2,"f""aI.nl=.Ist"
financier,9,0.2,"f%I.n@ns.""Ir"
firefly,7,0.2,"f""aIr.fl%aI"
flees,5,0.2,"fl""iz"
fairway,7,0.2,"f""Er.w%e"
fallacy,7,0.2,"f""a.l@.si"
fanning,7,0.2,"f""an.IN"
favorably,9,0.2,"f""e.v@`.@.bli"
feint,5,0.2,"f""ent"
feminism,8,0.2,"f""E.m@.n%I.zm="
extremity,9,0.2,"Ik.str""Em.@.4i"
extricate,9,0.2,"""Ek.str@.ket"
fabricate,9,0.2,"f""a.brIk.et"
eruption,8,0.2,"I.r""Vp.Sn="
escapades,9,0.2,"%E.sk@.p""edz"
exemption,9,0.2,"Ig.z""Emp.Sn="
enforcing,9,0.2,"In.f""Ors.IN"
electroshock,12,0.2,"I.l""Ek.tro.S%Ak"
embezzling,10,0.2,"Im.b""E.zl=.IN"
emperors,8,0.2,"""Em.p@`.r@`z"
enclosure,9,0.2,"In.kl""o.Zr"
eclectic,8,0.2,"I.kl""Ek.tIk"
elasticity,10,0.2,"%i.la.st""Is.@.4i"
domineering,11,0.2,"d%A.m@.n""Ir.IN"
dreamboat,9,0.2,"dr""im.b%ot"
driftwood,9,0.2,"dr""Ift.w%Ud"
drummed,7,0.2,"dr""Vmd"
drumstick,9,0.2,"dr""Vm.st%Ik"
domicile,8,0.2,"d""A.m@.saIl"
dimple,6,0.2,"d""Im.pl="
disabling,9,0.2,"dIs.""e.bl=.IN"
discord,7,0.2,"d""I.skOrd"
disenfranchised,15,0.2,"d%Is.In.fr""an.tSaIzd"
dismayed,8,0.2,"dI.sm""ed"
desperado,9,0.2,"d%E.sp@`.r""A.4o"
diagonal,8,0.2,"daI.""a.g@.nl="
dictators,9,0.2,"d""Ik.te4.@`z"
dietary,7,0.2,"d""aI@t.%E.ri"
differentiate,13,0.2,"d%I.f@`.""En.Si.et"
deliciously,11,0.2,"dI.l""I.S@s.li"
derriere,8,0.2,"d%E.ri.""Er"
debonair,8,0.2,"d%E.b@.n""Er"
decapitation,12,0.2,"dI.k%a.pI.t""e.Sn="
decedent,8,0.2,"dI.s""i.dn=t"
defraud,7,0.2,"dI.fr""Od"
cuckold,7,0.2,"k""V.kold"
cultivating,11,0.2,"k""Vl.t@.v%e4.IN"
curlers,7,0.2,"k""3`l.@`z"
cuticle,7,0.2,"kj""u.4I.kl="
cutlass,7,0.2,"k""Vt.l@s"
cyst,4,0.2,"s""Ist"
crackle,7,0.2,"kr""a.kl="
craftsmen,9,0.2,"kr""afts.m@n"
cremate,7,0.2,"kr""i.met"
cripes,6,0.2,"kr""aIps"
correlate,9,0.2,"k""O.r@.l@t"
counterintelligence,19,0.2,"k%aUn.4@`.In.t""E.lI.dZ@ns"
counterparts,12,0.2,"k""aUn.4@`.p%Arts"
controllers,11,0.2,"k@n.tr""ol.@`z"
conveniences,12,0.2,"k@n.v""i.nj@ns.@z"
condominium,11,0.2,"k%An.4@.m""I.ni@m"
confederacy,11,0.2,"k@n.f""E.4@`.r@.si"
congested,9,0.2,"k@n.dZ""Est.@d"
congratulation,14,0.2,"k@N.gr%a.tSu.l""e.Sn="
coldness,8,0.2,"k""old.n@s"
commented,9,0.2,"k""A.mEn4.@d"
clincher,8,0.2,"kl""IntS.@`"
codeine,7,0.2,"k""o.4in"
coffeepot,9,0.2,"k""O.fi.p%At"
cavemen,7,0.2,"k""ev.m%En"
cellars,7,0.2,"s""E.l@`z"
censored,8,0.2,"s""En.s@`d"
chalet,6,0.2,"S""a.le"
chalked,7,0.2,"tS""Okt"
chandeliers,11,0.2,"S%an.4@.l""Irz"
Chattanooga,11,0.2,"tS%a.4@.n""u.g@"
cardiovascular,14,0.2,"k%Ar.4i.o.v""a.skj@.l@`"
carrion,7,0.2,"k""a.ri@n"
cascade,7,0.2,"ka.sk""ed"
castration,10,0.2,"ka.str""e.Sn="
cataclysmic,11,0.2,"k%a.4@.kl""Iz.mIk"
cathedrals,10,0.2,"k@.T""i.dr@lz"
cautionary,10,0.2,"k""O.Sn=.%E.ri"
cabled,6,0.2,"k""e.bl=d"
canvases,8,0.2,"k""an.v@s.@z"
broach,6,0.2,"br""otS"
bronzed,7,0.2,"br""Anzd"
bugler,6,0.2,"bj""u.gl@`"
bullheaded,10,0.2,"b%Ul.h""E4.@d"
bumpkin,7,0.2,"b""Vmp.kIn"
bookshelf,9,0.2,"b""Uk.S%Elf"
boosting,8,0.2,"b""ust.IN"
bovine,6,0.2,"b""o.vaIn"
bloat,5,0.2,"bl""ot"
blooded,7,0.2,"bl""V4.@d"
blower,6,0.2,"bl""o@`"
blowhard,8,0.2,"""blohArd"
benched,7,0.2,"b""EntSt"
baritone,8,0.2,"b""a.r@.4on"
basking,7,0.2,"b""ask.IN"
bastion,7,0.2,"b""a.sti@n"
bedded,6,0.2,"b""E4.@d"
bedridden,9,0.2,"b""Ed.r%Id.n="
baited,6,0.2,"b""e4.@d"
ballpoint,9,0.2,"b""Ol.p%OInt"
bambino,7,0.2,"bam.b""i.no"
ascended,8,0.2,"@.s""En4.@d"
astrophysics,12,0.2,"%a.stro.f""I.zIks"
atonement,9,0.2,"@.t""on.m@nt"
Augusta,7,0.2,"O.g""V.st@"
apathetic,9,0.2,"%a.p@.T""E.4Ik"
appendage,9,0.2,"@.p""En4.IdZ"
arbitrarily,11,0.2,"""Ar.b@.tr%E.r@.li"
archangel,9,0.2,"""Ark.%en.dZ@l"
arranges,8,0.2,"@`.r""endZ.@z"
arrowhead,9,0.2,"""a.ro.h%Ed"
arroyo,6,0.2,"@`.r""OI.o"
ammonium,8,0.2,"@.m""o.ni@m"
amphibian,9,0.2,"am.f""I.bi@n"
ancients,8,0.2,"""en.Sn=ts"
angrily,7,0.2,"""aN.gr@.li"
anthropological,15,0.2,"%an.Tr@.p@.l""A.dZI.kl="
airmen,6,0.2,"""Er.m@n"
alarmist,8,0.2,"@.l""Arm.Ist"
amateurish,10,0.2,"""a.m@.4@`.IS"
Adonis,6,0.2,"@.d""o.nIs"
aggressiveness,14,0.2,"@.gr""Es.Iv.n@s"
agnostic,8,0.2,"ag.n""A.stIk"
abound,6,0.19,"@.b""aUnd"
absolutes,9,0.19,"""ab.s@.l%uts"
ached,5,0.19,"""ekt"
acorn,5,0.19,"""e.kOrn"
achieves,8,0.19,"@.tS""ivz"
woodshed,8,0.19,"w""Ud.S%Ed"
woolen,6,0.19,"w""Ul.@n"
workable,8,0.19,"w""3`k.@.bl="
wrangle,7,0.19,"r""aN.gl="
Wrigley,7,0.19,"r""I.gli"
zigzag,6,0.19,"z""Ig.zag"
Zion,4,0.19,"z""aI@n"
winded,6,0.19,"w""In4.@d"
wiry,4,0.19,"w""aIr.i"
weathered,9,0.19,"w""E.D@`d"
weirdly,7,0.19,"w""Ird.li"
villainous,10,0.19,"v""I.l@n.@s"
voyages,7,0.19,"v""OI.IdZ.@z"
vulgarity,9,0.19,"vVl.g""ar.@.4i"
waif,4,0.19,"w""ef"
waked,5,0.19,"w""ekt"
utilized,8,0.19,"j""u.4l=.aIzd"
utilizing,9,0.19,"j""u.4l=.%aIz.IN"
vacated,7,0.19,"v""e.ke4.@d"
verbatim,8,0.19,"v3`.b""e.4Im"
unnerving,9,0.19,"Vn.n""3`v.IN"
unobtrusive,11,0.19,"%Vn.@b.tr""us.Iv"
unprincipled,12,0.19,"Vn.pr""In.s@.pl=d"
unsigned,8,0.19,"Vn.s""aInd"
untapped,8,0.19,"Vn.t""apt"
untoward,8,0.19,"%Vn.t@.w""Ord"
unwarranted,11,0.19,"Vn.w""O.r@n4.@d"
undertow,8,0.19,"""Vn.4@`.t%o"
unequivocally,13,0.19,"%Vn.I.kw""I.v@.kli"
uninhabitable,13,0.19,"%Vn.In.h""a.b@4.@.bl="
uninteresting,13,0.19,"%Vn.""In.4@`.r%Est.IN"
uniqueness,10,0.19,"ju.n""ik.n@s"
unknowingly,11,0.19,"Vn.n""o.IN.li"
turntable,9,0.19,"t""3`n.t%e.bl="
unassuming,10,0.19,"%Vn.@.s""um.IN"
unconstitutional,16,0.19,"%Vn.kAn.stI.t""u.Sn=.@l"
undecided,9,0.19,"%Vn.dI.s""aI4.@d"
trivialize,10,0.19,"tr""I.vi@l.aIz"
trouser,7,0.19,"tr""aU.z@`"
tomfoolery,10,0.19,"t%Am.f""ul.@`.ri"
thorax,6,0.19,"T""O.raks"
thorny,6,0.19,"T""Orn.i"
Thorpe,6,0.19,"T""Orp"
thrifty,7,0.19,"Tr""Ift.i"
thrower,7,0.19,"Tr""o@`"
thwart,6,0.19,"Tw""Ort"
tiller,6,0.19,"t""Il.@`"
toddle,6,0.19,"t""A.4l="
toffee,6,0.19,"t""A.fi"
telephoto,9,0.19,"t%E.li.f""o.4o"
telltale,8,0.19,"t""El.t%el"
tendons,7,0.19,"t""En.4@nz"
tethered,8,0.19,"t""E.D@`d"
thesaurus,9,0.19,"TI.s""O.r@s"
thirdly,7,0.19,"T""3`d.li"
Talmud,6,0.19,"t""al.mUd"
tantamount,10,0.19,"t""an.4@.maUnt"
tawny,5,0.19,"t""O.ni"
surmise,7,0.19,"s@`.m""aIz"
Sussex,6,0.19,"s""V.sIks"
swordplay,9,0.19,"s""Ord.pl%e"
syllabus,8,0.19,"s""I.l@.b@s"
substitutes,11,0.19,"s""Vb.stI.tuts"
subsidize,9,0.19,"s""Vb.s@.daIz"
subspecies,10,0.19,"s""Vb.sp%i.SIz"
substituted,11,0.19,"s""Vb.stI.t%u4.@d"
strapless,9,0.19,"""straplIs"
streetlight,11,0.19,"str""it.l%aIt"
strengthens,11,0.19,"str""ENT.@nz"
stringy,7,0.19,"str""IN.i"
steeple,7,0.19,"st""i.pl="
stifling,8,0.19,"st""aI.fl=.IN"
stilts,6,0.19,"st""Ilts"
Spokane,7,0.19,"spo.k""an"
squealer,8,0.19,"skw""il.@`"
snub,4,0.19,"sn""Vb"
somber,6,0.19,"s""Am.b@`"
somersault,10,0.19,"s""V.m@`.s%Olt"
somerset,8,0.19,"s""V.m@`.sEt"
soybean,7,0.19,"s""OI.b%in"
Spaniard,8,0.19,"sp""a.nj@`d"
spans,5,0.19,"sp""anz"
slanted,7,0.19,"sl""an4.@d"
slobber,7,0.19,"sl""A.b@`"
smooch,6,0.19,"sm""utS"
snipe,5,0.19,"sn""aIp"
snobbish,8,0.19,"sn""Ab.IS"
sinning,7,0.19,"s""In.IN"
shipmate,8,0.19,"S""Ip.m%et"
shortages,9,0.19,"S""Or4.IdZ.@z"
shortsighted,12,0.19,"S%Ort.s""aI4.@d"
showman,7,0.19,"S""o.m@n"
shrubbery,9,0.19,"Sr""Vb.@`.ri"
seekers,7,0.19,"s""ik.@`z"
sentinel,8,0.19,"s""En.tn=.@l"
scissor,7,0.19,"s""I.z@`"
scopes,6,0.19,"sk""ops"
scorcher,8,0.19,"sk""OrtS.@`"
scuff,5,0.19,"sk""Vf"
sculpted,8,0.19,"sk""Vlpt.@d"
seamless,8,0.19,"s""im.l@s"
seance,6,0.19,"s""e.ans"
searing,7,0.19,"s""Ir.IN"
sagging,7,0.19,"s""ag.IN"
saintly,7,0.19,"s""ent.li"
savagely,8,0.19,"s""a.v@dZ.li"
rockers,7,0.19,"r""Ak.@`z"
romping,7,0.19,"r""Amp.IN"
roosters,8,0.19,"r""ust.@`z"
ruffians,8,0.19,"r""V.fi@nz"
reverses,8,0.19,"rI.v""3`s.@z"
rewrites,8,0.19,"r""i.raIts"
rifling,7,0.19,"r""aI.fl=.IN"
rile,4,0.19,"r""aIl"
riser,5,0.19,"r""aIz.@`"
resonate,8,0.19,"r""E.z@.net"
restlessness,12,0.19,"r""Est.l@s.n@s"
retching,8,0.19,"r""EtS.IN"
regularity,10,0.19,"r%E.gj@.l""ar.@.4i"
regulated,9,0.19,"r""E.gj@.l%e4.@d"
relieves,8,0.19,"rI.l""ivz"
recuperate,10,0.19,"rI.k""u.p@`.ret"
reelected,9,0.19,"r%i.I.l""Ekt.@d"
refrigeration,13,0.19,"rI.fr%I.dZ@`.r""e.Sn="
radiating,9,0.19,"r""e.4i.%e4.IN"
ramblings,9,0.19,"r""am.bl=.INz"
reactivate,10,0.19,"r%i.""akt.@v.et"
realms,6,0.19,"r""Elmz"
reappear,8,0.19,"r%i@.p""Ir"
Quasimodo,9,0.19,"%kwAs@""modo"
prologue,8,0.19,"pr""o.lOg"
propped,7,0.19,"pr""Apt"
proverbs,8,0.19,"pr""A.v3`bz"
provost,7,0.19,"pr""A.v@st"
pubs,4,0.19,"p""Vbz"
prevalent,9,0.19,"pr""E.v@.l@nt"
prides,6,0.19,"pr""aIdz"
primrose,8,0.19,"pr""Im.roz"
procured,8,0.19,"pr@.kj""Urd"
prodded,7,0.19,"pr""A4.@d"
proficiency,11,0.19,"pr@.f""I.Sn=.si"
profited,8,0.19,"pr""A.f@4.@d"
profusely,9,0.19,"pr@.fj""us.li"
populations,11,0.19,"p%A.pj@.l""e.Sn=z"
prearranged,11,0.19,"pr%i@`.r""endZd"
preconceived,12,0.19,"pr%i.k@n.s""ivd"
plummeting,10,0.19,"pl""V.m@4.IN"
poach,5,0.19,"p""otS"
pocketknife,11,0.19,"""pAkIt%naIf"
politic,7,0.19,"p""A.l@.4Ik"
physiologically,15,0.19,"f%Iz.i@.l""A.dZIk.li"
pigmentation,12,0.19,"p%Ig.m@nt.""e.Sn="
pithy,5,0.19,"p""IT.i"
placate,7,0.19,"pl""e.ket"
placid,6,0.19,"pl""a.s@d"
plaintiffs,10,0.19,"pl""en.4Ifs"
pensive,7,0.19,"p""En.sIv"
pests,5,0.19,"p""Ests"
peyote,6,0.19,"pe.""o.4i"
Philippine,10,0.19,"f""I.l@.pin"
Pascal,6,0.19,"pa.sk""al"
patties,7,0.19,"p""a.4iz"
pausing,7,0.19,"p""Oz.IN"
peering,7,0.19,"p""Ir.IN"
overwork,8,0.19,"%o.v@`.w""3`k"
pacify,6,0.19,"p""a.s@.faI"
paddies,7,0.19,"p""a.4iz"
paintbrush,10,0.19,"p""ent.br%VS"
paragraphs,10,0.19,"p""a.r@.gr%afs"
parcels,7,0.19,"p""Ar.sl=z"
outposts,8,0.19,"""aUt.p%osts"
outset,6,0.19,"""aUt.s%Et"
oversexed,9,0.19,"%o.v@`.s""Ekst"
overshot,8,0.19,"%o.v@`.S""At"
offing,6,0.19,"""Of.IN"
okra,4,0.19,"""okr@"
organizers,10,0.19,"""Or.g@.n%aIz.@`z"
nothings,8,0.19,"n""V.TINz"
neutrality,10,0.19,"nu.tr""al.@.4i"
multiplex,9,0.19,"m""Vl.ti.pl%Eks"
musculature,11,0.19,"m""V.skj@.l@.tS@`"
mussels,7,0.19,"m""V.sl=z"
morose,6,0.19,"m@`.r""os"
motherland,10,0.19,"m""V.D@`.l%and"
misfire,7,0.19,"mIs.f""aIr"
mobsters,8,0.19,"m""Ab.st@`z"
modes,5,0.19,"m""odz"
mellowed,8,0.19,"m""E.lod"
mercifully,10,0.19,"m""3`.sI.fl=.i"
mettle,6,0.19,"m""E.4l="
mantelpiece,11,0.19,"m""an.4l=.p%is"
manufactures,12,0.19,"m%a.nj@.f""ak.tS@`z"
mares,5,0.19,"m""Erz"
marinated,9,0.19,"m""a.r@.n%e4.@d"
maul,4,0.19,"m""Ol"
lunge,5,0.19,"l""VndZ"
Magdalene,9,0.19,"m""ag.d@.l%in"
magenta,7,0.19,"m@.dZ""En.4@"
malevolent,10,0.19,"m@.l""E.v@.l@nt"
Mali,4,0.19,"m""A.li"
mandible,8,0.19,"m""an.4@.bl="
mandolin,8,0.19,"m""an.4@.lIn"
loosens,7,0.19,"l""us.n=z"
lovelorn,8,0.19,"l""Vv.l%Orn"
leotard,7,0.19,"l""i@.tArd"
letdown,7,0.19,"l""Et.d%aUn"
lethargic,9,0.19,"l@.T""Ar.dZIk"
lien,4,0.19,"l""i@n"
lightness,9,0.19,"l""aIt.n@s"
limousines,10,0.19,"l""I.m@.zinz"
lingers,7,0.19,"l""IN.g@`z"
linguistic,10,0.19,"lIN.gw""Ist.Ik"
lioness,7,0.19,"l""aI@n.@s"
laminated,9,0.19,"l""a.m@.n%e4.@d"
landowner,9,0.19,"l""and.%on.@`"
laryngitis,10,0.19,"l%a.r@n.dZ""aI.4@s"
laudanum,8,0.19,"l""Od.n@m"
leaded,6,0.19,"l""E4.@d"
leapfrog,8,0.19,"l""ip.fr%Ag"
juke,4,0.19,"dZ""uk"
jumble,6,0.19,"dZ""Vm.bl="
juniors,7,0.19,"dZ""u.nj@`z"
justices,8,0.19,"dZ""V.stIs.@z"
Kashmir,7,0.19,"kaS.m""Ir"
irrevocable,11,0.19,"I.r""E.v@k.@.bl="
intermediate,12,0.19,"%In.4@`.m""i.4i@t"
interviewer,11,0.19,"""In.4@`.vj%u@`"
introductory,12,0.19,"%In.tr@.d""Vk.t@`.ri"
irregularities,14,0.19,"I.r%E.gj@.l""ar.@.4iz"
irregularity,12,0.19,"I.r%E.gj@.l""ar.@.4i"
inhibit,7,0.19,"In.h""I.b@t"
inhibition,10,0.19,"%In.hI.b""I.Sn="
injustices,10,0.19,"In.dZ""V.stIs.@z"
inter,5,0.19,"""In.4@`"
incubation,10,0.19,"%IN.kj@.b""e.Sn="
indeterminate,13,0.19,"%In.dI.t""3`.mIn.@t"
indigent,8,0.19,"""In.4I.dZ@nt"
induces,7,0.19,"In.d""us.@z"
industrious,11,0.19,"In.d""V.stri@s"
inefficiency,12,0.19,"%In.I.f""I.Sn=.si"
inexperience,12,0.19,"%In.Ik.sp""I.ri@ns"
impeachment,11,0.19,"Im.p""itS.m@nt"
implode,7,0.19,"Im.pl""od"
incandescent,12,0.19,"%IN.k@n.d""Es.n=t"
husk,4,0.19,"h""Vsk"
hydrated,8,0.19,"h""aI.dre4.@d"
hymen,5,0.19,"h""aI.m@n"
idling,6,0.19,"""aI.4l=.IN"
homemaker,9,0.19,"h""om.m%ek.@`"
hotbed,6,0.19,"h""At.b%Ed"
helplessly,10,0.19,"h""Elp.l@s.li"
hemp,4,0.19,"h""Emp"
hoes,4,0.19,"h""oz"
handguns,8,0.19,"h""and.g%Vnz"
Hanover,7,0.19,"h""a.no.v@`"
headfirst,9,0.19,"""hEd""f3`st"
